Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Antibiotics,Symptoms
Migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Metronidazole","acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Migraine,acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Migraine,acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck, depression, irritability, visual_disturbances"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, depression, irritability, visual_disturbances"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, irritability, visual_disturbances"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, visual_disturbances"
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,"Ceftriaxone, Amoxicillin, Azithromycin, Cefuroxime, Clindamycin","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,,"Ceftriaxone, Amoxicillin, Azithromycin, Cefuroxime, Clindamycin","weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","back_pain, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,back_pain,weakness_in_limbs,dizziness,loss_of_balance,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","back_pain, weakness_in_limbs, dizziness, loss_of_balance"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Metronidazole, Azithromycin","back_pain, weakness_in_limbs, neck_pain, loss_of_balance"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","back_pain, weakness_in_limbs, neck_pain, dizziness"
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,,"Ceftriaxone, Amoxicillin, Azithromycin, Cefuroxime, Clindamycin","weakness_in_limbs, neck_pain, dizziness, loss_of_balance"
Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","back_pain, neck_pain, dizziness, loss_of_balance"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Levofloxacin","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Linezolid","headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Linezolid","vomiting, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Linezolid","vomiting, headache, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Metronidazole","vomiting, headache, weakness_of_one_body_side"
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Metronidazole","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Levofloxacin","headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Linezolid","vomiting, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,,,,,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Linezolid","vomiting, headache, altered_sensorium"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,"Ceftriaxone, Meropenem, Piperacillin-Tazobactam, Vancomycin, Metronidazole","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,,"Amoxicillin, Cefuroxime, Cefotaxime, Azithromycin, Ceftriaxone","itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Ciprofloxacin, Metronidazole","itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain"
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Azithromycin, Metronidazole, Ceftriaxone","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,,,,,,,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Ciprofloxacin, Levofloxacin","chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria,chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Mefloquine, Primaquine, Artemether/Lumefantrine, Atovaquone/Proguanil","chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria,chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain"
Malaria,chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain"
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,,,,,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,"Chloroquine, Artemether, Lumefantrine, Mefloquine, Primaquine","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Clarithromycin, Cefpodoxime","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Clarithromycin, Cefpodoxime","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Azithromycin, Cefdinir, Cefuroxime, Clarithromycin","itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Cefuroxime, Clarithromycin","itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body,,,,,,,,"Amoxicillin, Cefdinir, Azithromycin, Clarithromycin, Cefuroxime","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Clarithromycin, Cefpodoxime","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Ciprofloxacin, Ceftriaxone.","skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Azithromycin, Ciprofloxacin, Clarithromycin","skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,"Amoxicillin, Cefuroxime, Cefixime, Azithromycin, Clarithromycin","skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
